date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:50	26634/26634	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c63f0a-680a%22	https://preview.uideck.com/items/saasintro/assets/images/about/about-image.svg	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/about/about-image.svg	(from https://preview.uideck.com/items/saasintro/)
17:10:51	6081/6081	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c63f09-17c1%22	https://preview.uideck.com/items/saasintro/assets/images/cta/cta-image.svg	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/cta/cta-image.svg	(from https://preview.uideck.com/items/saasintro/)
17:10:52	116676/116676	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-1c7c4%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-1.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-1.png	(from https://preview.uideck.com/items/saasintro/)
17:10:53	88847/88847	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-15b0f%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-2.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-2.png	(from https://preview.uideck.com/items/saasintro/)
17:10:54	110014/110014	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-1adbe%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-3.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-3.png	(from https://preview.uideck.com/items/saasintro/)
17:10:55	27621/27621	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-6be5%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-1.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-1.png	(from https://preview.uideck.com/items/saasintro/)
17:10:56	32086/32086	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-7d56%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-2.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-2.png	(from https://preview.uideck.com/items/saasintro/)
17:10:57	29946/29946	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-74fa%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-3.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-3.png	(from https://preview.uideck.com/items/saasintro/)
17:10:58	35775/35775	---MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-8bbf%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-4.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-4.png	(from https://preview.uideck.com/items/saasintro/)
17:10:59	59511/59511	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-e877%22	https://preview.uideck.com/items/saasintro/assets/js/bootstrap.min.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/bootstrap.min.js	(from https://preview.uideck.com/items/saasintro/)
17:11:00	31966/31966	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-7cde%22	https://preview.uideck.com/items/saasintro/assets/js/tiny-slider.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/tiny-slider.js	(from https://preview.uideck.com/items/saasintro/)
17:11:01	8157/8157	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-1fdd%22	https://preview.uideck.com/items/saasintro/assets/js/wow.min.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/wow.min.js	(from https://preview.uideck.com/items/saasintro/)
17:11:02	6231/6231	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f09-1857%22	https://preview.uideck.com/items/saasintro/assets/js/polyfill.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/polyfill.js	(from https://preview.uideck.com/items/saasintro/)
17:11:03	3356/3356	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f09-d1c%22	https://preview.uideck.com/items/saasintro/assets/js/main.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/main.js	(from https://preview.uideck.com/items/saasintro/)
17:11:03	0/0	---MCZ	302	error ('Found')	text/html	date:Thu,%2031%20Aug%202023%2016:11:03%20GMT	https://preview.uideck.com/cdn-cgi/challenge-platform/scripts/invisible.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/cdn-cgi/challenge-platform/scripts/invisible.js	(from https://preview.uideck.com/items/saasintro/)
17:11:04	7373/7373	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2031%20Aug%202023%2016:11:04%20GMT	https://preview.uideck.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/be88c2a1/main.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/be88c2a1/main.js	(from https://preview.uideck.com/items/saasintro/)
17:11:07	88847/88847	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-15b0f%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-2.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-2.png	(from https://preview.uideck.com/items/saasintro/)
17:11:08	116676/116676	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-1c7c4%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-1.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-1.png	(from https://preview.uideck.com/items/saasintro/)
17:11:10	32086/32086	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-7d56%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-2.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-2.png	(from https://preview.uideck.com/items/saasintro/)
17:11:10	29946/29946	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-74fa%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-3.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-3.png	(from https://preview.uideck.com/items/saasintro/)
17:11:10	27621/27621	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-6be5%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-1.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-1.png	(from https://preview.uideck.com/items/saasintro/)
17:11:10	110014/110014	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-1adbe%22	https://preview.uideck.com/items/saasintro/assets/images/team/team-3.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/team/team-3.png	(from https://preview.uideck.com/items/saasintro/)
17:11:13	35775/35775	UR-MCZ	200	added ('OK')	image/png	etag:W/%2264c63f0a-8bbf%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-4.png	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-4.png	(from https://preview.uideck.com/items/saasintro/)
17:11:13	59511/59511	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-e877%22	https://preview.uideck.com/items/saasintro/assets/js/bootstrap.min.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/bootstrap.min.js	(from https://preview.uideck.com/items/saasintro/)
17:11:13	31966/31966	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-7cde%22	https://preview.uideck.com/items/saasintro/assets/js/tiny-slider.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/tiny-slider.js	(from https://preview.uideck.com/items/saasintro/)
17:11:13	139404/139404	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264c63f0a-2208c%22	https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.eot	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.eot	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:14	62540/62540	---M--	200	added ('OK')	application/octet-stream	etag:%2264c63f0a-f44c%22	https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff2	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff2	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:14	2199/2199	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f09-d1c%22	https://preview.uideck.com/items/saasintro/assets/js/main.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/main.js	(from https://preview.uideck.com/items/saasintro/)
17:11:14	6231/6231	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f09-1857%22	https://preview.uideck.com/items/saasintro/assets/js/polyfill.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/polyfill.js	(from https://preview.uideck.com/items/saasintro/)
17:11:14	8157/8157	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2264c63f0a-1fdd%22	https://preview.uideck.com/items/saasintro/assets/js/wow.min.js	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/js/wow.min.js	(from https://preview.uideck.com/items/saasintro/)
17:11:16	76428/76428	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2264c63f0a-12a8c%22	https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:16	139404/139404	URF---	200	added ('OK%20(cached)')	application/eot		https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.eot	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.eot	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:16	62540/62540	URF---	200	added ('OK%20(cached)')	application/woff2		https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff2	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.woff2	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:17	139232/139232	---M--	200	added ('OK')	application/octet-stream	etag:%2264c63f0a-21fe0%22	https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.ttf	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.ttf	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:18	593511/593511	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c63f0a-90e67%22	https://preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.svg	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/css/fonts/LineIcons.svg	(from https://preview.uideck.com/items/saasintro/assets/css/lineicons.css)
17:11:19	552/552	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c63f0a-228%22	https://preview.uideck.com/items/saasintro/assets/images/common-bg.svg	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/common-bg.svg	(from https://preview.uideck.com/items/saasintro/assets/css/main.css)
17:11:20	1111/1111	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c63f09-457%22	https://preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-bg.svg	/home/sefrel/websites/Product%20Page/preview.uideck.com/items/saasintro/assets/images/testimonial/testimonial-bg.svg	(from https://preview.uideck.com/items/saasintro/assets/css/main.css)
